,Filename,Width (mm),Height (mm),Width (px),Height (px),x1,y1,x2,y2
109,17-18-16-884.png,4.72,4.91,99,103,507,192,606,295
110,17-18-16-927.png,4.48,4.68,94,98,512,192,606,290
111,17-18-16-964.png,5.87,6.01,123,126,503,175,626,301
112,17-18-17-002.png,6.06,6.01,127,126,503,175,630,301
113,17-18-17-050.png,6.06,6.01,127,126,503,175,630,301
114,17-18-17-095.png,6.06,6.01,127,126,499,175,626,301
115,17-18-17-136.png,5.87,6.01,123,126,503,175,626,301
116,17-18-17-184.png,5.68,5.73,119,120,503,181,622,301
117,17-18-17-226.png,5.68,6.01,119,126,503,175,622,301
118,17-18-17-274.png,5.68,5.73,119,120,503,181,622,301
119,17-18-17-324.png,5.49,6.01,115,126,503,175,618,301
120,17-18-17-372.png,5.49,6.01,115,126,503,175,618,301
121,17-18-17-418.png,5.49,6.01,115,126,503,175,618,301
122,17-18-17-454.png,5.49,6.01,115,126,503,175,618,301
123,17-18-17-494.png,5.49,5.73,115,120,503,181,618,301
124,17-18-17-539.png,5.68,5.73,119,120,503,175,622,295
125,17-18-17-582.png,5.87,6.01,123,126,503,175,626,301
126,17-18-17-627.png,5.87,6.01,123,126,503,175,626,301
127,17-18-17-672.png,5.68,5.73,119,120,503,181,622,301
128,17-18-17-711.png,5.49,5.73,115,120,503,181,618,301
129,17-18-17-761.png,5.68,5.73,119,120,503,175,622,295
130,17-18-17-806.png,5.49,5.73,115,120,503,175,618,295
131,17-18-17-849.png,5.87,6.01,123,126,499,175,622,301
132,17-18-17-895.png,5.87,6.01,123,126,499,175,622,301
133,17-18-17-938.png,5.87,6.01,123,126,499,175,622,301
134,17-18-17-983.png,5.87,6.01,123,126,499,175,622,301
135,17-18-18-031.png,5.49,5.44,115,114,503,181,618,295
136,17-18-18-085.png,5.49,5.73,115,120,503,181,618,301
137,17-18-18-127.png,5.68,5.73,119,120,503,181,622,301
138,17-18-18-169.png,6.06,6.01,127,126,499,175,626,301
139,17-18-18-215.png,6.06,6.01,127,126,499,175,626,301
140,17-18-18-260.png,6.06,6.25,127,131,499,170,626,301
141,17-18-18-304.png,5.87,5.73,123,120,499,175,622,295
142,17-18-18-351.png,5.87,5.73,123,120,499,175,622,295
143,17-18-18-397.png,6.06,6.25,127,131,499,170,626,301
144,17-18-18-439.png,5.87,6.01,123,126,499,175,622,301
145,17-18-18-486.png,5.87,6.01,123,126,499,175,622,301
146,17-18-18-526.png,5.49,5.73,115,120,503,175,618,295
147,17-18-18-573.png,5.49,5.73,115,120,503,175,618,295
148,17-18-18-619.png,5.49,5.73,115,120,503,175,618,295
149,17-18-18-655.png,4.72,5.2,99,109,507,181,606,290
150,17-18-18-690.png,4.91,5.2,103,109,507,181,610,290
151,17-18-18-740.png,5.1,5.2,107,109,507,181,614,290
152,17-18-18-781.png,4.72,5.2,99,109,507,181,606,290
153,17-18-18-826.png,5.49,5.73,115,120,499,175,614,295
154,17-18-18-873.png,5.68,5.73,119,120,499,175,618,295
155,17-18-18-914.png,5.49,5.73,115,120,499,175,614,295
156,17-18-18-962.png,5.49,5.73,115,120,499,175,614,295
157,17-18-19-006.png,5.3,5.73,111,120,499,175,610,295
158,17-18-19-052.png,5.87,5.73,123,120,495,175,618,295
159,17-18-19-093.png,5.68,5.96,119,125,499,170,618,295
160,17-18-19-137.png,5.87,5.96,123,125,495,170,618,295
161,17-18-19-180.png,5.68,5.49,119,115,495,175,614,290
162,17-18-19-229.png,5.87,5.49,123,115,491,175,614,290
163,17-18-19-272.png,5.49,5.2,115,109,491,175,606,284
164,17-18-19-315.png,5.06,5.2,106,109,491,175,597,284
165,17-18-19-364.png,5.44,5.2,114,109,483,175,597,284
166,17-18-19-405.png,5.63,5.73,118,120,479,170,597,290
167,17-18-19-449.png,5.63,5.73,118,120,475,170,593,290
168,17-18-19-495.png,5.63,5.73,118,120,475,170,593,290
169,17-18-19-532.png,5.63,5.73,118,120,467,170,585,290
170,17-18-19-567.png,5.25,4.68,110,98,463,181,573,279
171,17-18-19-619.png,4.48,3.86,94,81,458,192,552,273
172,17-18-19-660.png,0,0,0,0,0,0,0,0
173,17-18-19-696.png,0,0,0,0,0,0,0,0
174,17-18-19-737.png,0,0,0,0,0,0,0,0
175,17-18-19-786.png,0,0,0,0,0,0,0,0
176,17-18-19-830.png,0,0,0,0,0,0,0,0
177,17-18-19-885.png,0,0,0,0,0,0,0,0
178,17-18-19-927.png,0,0,0,0,0,0,0,0
179,17-18-19-972.png,0,0,0,0,0,0,0,0
180,17-18-20-017.png,0,0,0,0,0,0,0,0
181,17-18-20-056.png,0,0,0,0,0,0,0,0
182,17-18-20-104.png,0,0,0,0,0,0,0,0
183,17-18-20-150.png,0,0,0,0,0,0,0,0
184,17-18-20-188.png,0,0,0,0,0,0,0,0
185,17-18-20-239.png,0,0,0,0,0,0,0,0
186,17-18-20-284.png,0,0,0,0,0,0,0,0
187,17-18-20-328.png,0,0,0,0,0,0,0,0
188,17-18-20-373.png,0,0,0,0,0,0,0,0
189,17-18-20-414.png,0,0,0,0,0,0,0,0
190,17-18-20-460.png,0,0,0,0,0,0,0,0
191,17-18-20-506.png,0,0,0,0,0,0,0,0
192,17-18-20-543.png,0,0,0,0,0,0,0,0
193,17-18-20-581.png,0,0,0,0,0,0,0,0
194,17-18-20-630.png,0,0,0,0,0,0,0,0
195,17-18-20-673.png,0,0,0,0,0,0,0,0
196,17-18-20-716.png,0,0,0,0,0,0,0,0
197,17-18-20-762.png,0,0,0,0,0,0,0,0
198,17-18-20-804.png,0,0,0,0,0,0,0,0
199,17-18-20-849.png,0,0,0,0,0,0,0,0
200,17-18-20-894.png,0,0,0,0,0,0,0,0
201,17-18-20-931.png,0,0,0,0,0,0,0,0
202,17-18-20-971.png,0,0,0,0,0,0,0,0
203,17-18-21-019.png,0,0,0,0,0,0,0,0
204,17-18-21-060.png,0,0,0,0,0,0,0,0
205,17-18-21-103.png,0,0,0,0,0,0,0,0
206,17-18-21-152.png,0,0,0,0,0,0,0,0
207,17-18-21-192.png,0,0,0,0,0,0,0,0
208,17-18-21-239.png,0,0,0,0,0,0,0,0
209,17-18-21-283.png,0,0,0,0,0,0,0,0
210,17-18-21-318.png,0,0,0,0,0,0,0,0
211,17-18-21-359.png,0,0,0,0,0,0,0,0
212,17-18-21-407.png,0,0,0,0,0,0,0,0
213,17-18-21-451.png,0,0,0,0,0,0,0,0
214,17-18-21-488.png,0,0,0,0,0,0,0,0
215,17-18-21-524.png,0,0,0,0,0,0,0,0
216,17-18-21-575.png,0,0,0,0,0,0,0,0
217,17-18-21-624.png,0,0,0,0,0,0,0,0
218,17-18-21-673.png,0,0,0,0,0,0,0,0
219,17-18-21-714.png,0,0,0,0,0,0,0,0
220,17-18-21-762.png,0,0,0,0,0,0,0,0
221,17-18-21-806.png,0,0,0,0,0,0,0,0
222,17-18-21-842.png,0,0,0,0,0,0,0,0
223,17-18-21-883.png,0,0,0,0,0,0,0,0
224,17-18-21-928.png,0,0,0,0,0,0,0,0
225,17-18-21-973.png,0,0,0,0,0,0,0,0
226,17-18-22-017.png,0,0,0,0,0,0,0,0
227,17-18-22-064.png,0,0,0,0,0,0,0,0
228,17-18-22-104.png,6.06,5.73,127,120,401,164,528,284
229,17-18-22-150.png,6.25,5.73,131,120,401,170,532,290
230,17-18-22-194.png,5.87,5.73,123,120,409,170,532,290
231,17-18-22-239.png,6.01,5.73,126,120,418,175,544,295
232,17-18-22-283.png,5.44,5.44,114,114,430,181,544,295
233,17-18-22-328.png,5.44,5.73,114,120,434,181,548,301
234,17-18-22-370.png,5.3,5.44,111,114,446,192,557,306
235,17-18-22-417.png,5.1,5.25,107,110,450,202,557,312
236,17-18-22-471.png,4.29,4.44,90,93,458,219,548,312
237,17-18-22-517.png,4.87,4.96,102,104,450,213,552,317
238,17-18-22-561.png,4.1,4.68,86,98,454,219,540,317
239,17-18-22-605.png,5.06,5.49,106,115,446,208,552,323
240,17-18-22-648.png,5.49,5.77,115,121,442,202,557,323
241,17-18-22-690.png,5.68,6.01,119,126,442,197,561,323
242,17-18-22-741.png,5.68,6.01,119,126,442,197,561,323
243,17-18-22-793.png,5.68,6.01,119,126,442,197,561,323
244,17-18-22-838.png,5.68,6.01,119,126,442,197,561,323
245,17-18-22-883.png,5.68,5.77,119,121,438,202,557,323
246,17-18-22-927.png,5.68,5.77,119,121,438,202,557,323
247,17-18-22-974.png,5.49,5.49,115,115,442,208,557,323
248,17-18-23-016.png,5.25,5.77,110,121,442,202,552,323
249,17-18-23-061.png,5.25,5.77,110,121,442,202,552,323
250,17-18-23-105.png,5.25,5.2,110,109,442,208,552,317
251,17-18-23-152.png,5.25,5.49,110,115,442,202,552,317
252,17-18-23-197.png,5.06,5.49,106,115,442,202,548,317
253,17-18-23-239.png,5.06,5.49,106,115,442,202,548,317
254,17-18-23-283.png,5.44,5.73,114,120,438,197,552,317
255,17-18-23-327.png,5.87,5.96,123,125,434,192,557,317
256,17-18-23-370.png,5.63,6.25,118,131,430,186,548,317
257,17-18-23-410.png,5.63,6.01,118,126,430,186,548,312
258,17-18-23-463.png,5.44,5.73,114,120,430,192,544,312
259,17-18-23-504.png,5.25,5.73,110,120,430,192,540,312
260,17-18-23-550.png,5.06,5.73,106,120,430,192,536,312
261,17-18-23-592.png,5.44,5.73,114,120,426,192,540,312
262,17-18-23-636.png,5.25,5.73,110,120,426,192,536,312
263,17-18-23-685.png,4.87,5.44,102,114,430,192,532,306
264,17-18-23-729.png,4.87,5.44,102,114,430,192,532,306
265,17-18-23-771.png,5.06,5.44,106,114,430,192,536,306
266,17-18-23-817.png,5.06,5.44,106,114,430,192,536,306
267,17-18-23-859.png,5.06,5.73,106,120,430,186,536,306
268,17-18-23-905.png,5.44,5.73,114,120,426,186,540,306
269,17-18-23-952.png,5.44,6.01,114,126,426,186,540,312
270,17-18-23-993.png,5.63,5.96,118,125,426,181,544,306
271,17-18-24-041.png,5.63,5.96,118,125,426,181,544,306
272,17-18-24-082.png,5.63,6.25,118,131,426,181,544,312
273,17-18-24-128.png,5.44,6.01,114,126,426,186,540,312
274,17-18-24-173.png,5.44,6.01,114,126,426,186,540,312
275,17-18-24-214.png,5.44,5.73,114,120,426,186,540,306
276,17-18-24-264.png,5.44,5.96,114,125,426,181,540,306
277,17-18-24-305.png,5.44,5.96,114,125,426,181,540,306
278,17-18-24-349.png,4.87,5.49,102,115,434,186,536,301
279,17-18-24-396.png,5.06,5.2,106,109,434,186,540,295
280,17-18-24-449.png,4.68,5.2,98,109,438,186,536,295
281,17-18-24-494.png,4.87,5.44,102,114,438,181,540,295
282,17-18-24-538.png,5.25,5.73,110,120,434,181,544,301
283,17-18-24-576.png,5.44,5.73,114,120,430,181,544,301
284,17-18-24-629.png,5.63,5.73,118,120,430,181,548,301
285,17-18-24-670.png,5.63,5.73,118,120,430,181,548,301
286,17-18-24-717.png,5.44,5.73,114,120,430,181,544,301
287,17-18-24-760.png,5.44,5.73,114,120,430,181,544,301
288,17-18-24-804.png,5.25,5.44,110,114,430,181,540,295
289,17-18-24-851.png,4.87,5.44,102,114,434,181,536,295
290,17-18-24-894.png,4.87,5.44,102,114,434,181,536,295
291,17-18-24-940.png,4.87,5.2,102,109,434,186,536,295
292,17-18-24-987.png,4.48,5.2,94,109,438,186,532,295
293,17-18-25-037.png,4.48,5.2,94,109,438,186,532,295
294,17-18-25-085.png,5.25,5.44,110,114,434,181,544,295
295,17-18-25-125.png,5.63,6.01,118,126,430,175,548,301
296,17-18-25-172.png,5.63,6.01,118,126,430,175,548,301
297,17-18-25-215.png,5.44,6.01,114,126,430,175,544,301
298,17-18-25-259.png,5.44,6.01,114,126,430,175,544,301
299,17-18-25-306.png,5.44,5.73,114,120,430,181,544,301
300,17-18-25-348.png,5.44,5.98172355,114,120,430,181,544,301
301,17-18-25-394.png,5.25,5.97789037,110,120,430,181,540,301
302,17-18-25-438.png,5.25,5.9733387,110,120,430,181,540,301
303,17-18-25-483.png,5.25,5.96795269,110,126,430,175,540,301
304,17-18-25-527.png,5.25,5.9616017,110,120,430,181,540,301
305,17-18-25-571.png,4.87,5.95413909,102,120,434,181,536,301
306,17-18-25-616.png,4.48,5.94540113,94,109,438,186,532,295
307,17-18-25-661.png,4.87,5.93520599,102,109,434,186,536,295
308,17-18-25-705.png,5.06,5.92335279,106,120,434,181,540,301
309,17-18-25-749.png,5.44,5.90962089,114,120,430,181,544,301
310,17-18-25-793.png,5.63,5.89376929,118,120,430,181,548,301
311,17-18-25-837.png,5.44,5.87553641,114,120,430,181,544,301
312,17-18-25-882.png,5.44,5.85464003,114,120,430,181,544,301
313,17-18-25-926.png,5.44,5.83077771,114,120,430,181,544,301
314,17-18-25-971.png,5.44,5.80362753,114,120,430,181,544,301
315,17-18-26-016.png,5.44,5.77284941,114,120,430,181,544,301
316,17-18-26-063.png,5.06,5.73808679,106,115,434,186,540,301
317,17-18-26-098.png,4.87,5.69896902,102,109,434,186,536,295
318,17-18-26-134.png,4.29,5.65511425,90,103,438,192,528,295
319,17-18-26-183.png,4.29,5.60613304,90,103,438,192,528,295
320,17-18-26-227.png,4.1,5.55163251,86,98,438,192,524,290
321,17-18-26-271.png,4.1,5.49122128,86,98,438,192,524,290
322,17-18-26-318.png,5.44,5.42451498,114,120,426,181,540,301
323,17-18-26-360.png,5.44,5.35114245,114,120,422,181,536,301
324,17-18-26-406.png,5.25,5.27075249,110,120,422,181,532,301
325,17-18-26-452.png,5.63,5.18302116,118,120,418,181,536,301
326,17-18-26-492.png,5.25,5.08765957,110,114,418,181,528,295
327,17-18-26-538.png,4.87,4.98442199,102,98,418,192,520,290
328,17-18-26-583.png,4.91,4.87311418,103,98,409,192,512,290
329,17-18-26-622.png,2.53,4.75360184,53,55,405,213,458,268
330,17-18-26-659.png,0,4.625819,0,0,0,0,0,0
331,17-18-26-708.png,0,4.4897761,0,0,0,0,0,0
332,17-18-26-749.png,0,4.34556772,0,0,0,0,0,0
333,17-18-26-792.png,0,4.1933796,0,0,0,0,0,0
334,17-18-26-840.png,0,4.03349488,0,0,0,0,0,0
335,17-18-26-896.png,0,3.86629924,0,0,0,0,0,0
336,17-18-26-941.png,0,3.69228486,0,0,0,0,0,0
337,17-18-26-980.png,0,3.51205289,0,0,0,0,0,0
338,17-18-27-027.png,0,3.32631434,0,0,0,0,0,0
339,17-18-27-071.png,0,3.13588925,0,0,0,0,0,0
340,17-18-27-109.png,0,2.94170394,0,0,0,0,0,0
341,17-18-27-149.png,0,2.74478633,0,0,0,0,0,0
342,17-18-27-195.png,1.77,2.54625926,37,33,295,202,332,235
343,17-18-27-237.png,0,2.34733179,0,0,0,0,0,0
344,17-18-27-282.png,0,2.14928857,0,0,0,0,0,0
345,17-18-27-328.png,0,1.95347731,0,0,0,0,0,0
346,17-18-27-372.png,1.57,1.76129449,33,28,250,202,283,230
347,17-18-27-416.png,2.15,1.57416962,45,33,238,197,283,230
348,17-18-27-462.png,0,1.39354805,0,0,0,0,0,0
349,17-18-27-499.png,0.76,1.22087289,16,17,254,202,270,219
350,17-18-27-537.png,0,1.05756602,0,0,0,0,0,0
351,17-18-27-582.png,3.72,0.90500891,78,60,209,181,287,241
352,17-18-27-626.png,3.91,0.76452321,82,71,209,175,291,246
353,17-18-27-663.png,0,0.63735181,0,0,0,0,0,0
354,17-18-27-704.png,0,0.5246406,0,0,0,0,0,0
355,17-18-27-751.png,0,0.42742125,0,0,0,0,0,0
356,17-18-27-794.png,0,0.34659557,0,0,0,0,0,0
357,17-18-27-840.png,0,0.28292153,0,0,0,0,0,0
358,17-18-27-883.png,0,0.23700147,0,0,0,0,0,0
359,17-18-27-925.png,0,0.20927258,0,0,0,0,0,0
360,17-18-27-973.png,0,0.2,0,0,0,0,0,0
361,17-18-28-017.png,0,0.20927258,0,0,0,0,0,0
362,17-18-28-056.png,0,0.23700147,0,0,0,0,0,0
363,17-18-28-092.png,2.96,0.28292153,62,43,229,192,291,235
364,17-18-28-138.png,5.06,0.34659557,106,82,197,170,303,252
365,17-18-28-182.png,4.29,0.42742125,90,71,205,175,295,246
366,17-18-28-228.png,4.48,0.5246406,94,71,201,175,295,246
367,17-18-28-271.png,4.68,0.63735181,98,71,197,175,295,246
368,17-18-28-314.png,1.77,0.76452321,37,33,246,197,283,230
369,17-18-28-361.png,0,0.90500891,0,0,0,0,0,0
370,17-18-28-404.png,4.1,1.05756602,86,71,217,175,303,246
371,17-18-28-442.png,4.48,1.22087289,94,82,217,170,311,252
372,17-18-28-495.png,5.63,1.39354805,118,98,197,159,315,257
373,17-18-28-538.png,6.2,1.57416962,130,98,193,159,323,257
374,17-18-28-585.png,6.01,1.76129449,126,93,197,164,323,257
375,17-18-28-626.png,3.91,1.95347731,82,71,229,175,311,246
376,17-18-28-666.png,3.48,2.14928857,73,65,234,181,307,246
377,17-18-28-704.png,4.87,2.34733179,102,82,213,170,315,252
378,17-18-28-749.png,5.44,2.54625926,114,87,201,170,315,257
379,17-18-28-795.png,4.1,2.74478633,86,65,213,181,299,246
380,17-18-28-853.png,4.87,2.94170394,102,82,205,175,307,257
381,17-18-28-894.png,6.01,3.13588925,126,98,193,164,319,262
382,17-18-28-930.png,3.48,3.32631434,73,71,238,175,311,246
383,17-18-28-967.png,3.29,3.51205289,69,60,238,181,307,241
384,17-18-29-018.png,4.1,3.69228486,86,71,221,175,307,246
385,17-18-29-059.png,3.1,3.86629924,65,60,238,181,303,241
386,17-18-29-108.png,4.1,4.03349488,86,65,217,181,303,246
387,17-18-29-158.png,4.1,4.1933796,86,71,229,175,315,246
388,17-18-29-205.png,4.25,4.34556772,89,82,234,170,323,252
389,17-18-29-249.png,1.38,4.4897761,29,33,270,197,299,230
390,17-18-29-294.png,0,4.625819,0,0,0,0,0,0
391,17-18-29-341.png,0,4.75360184,0,0,0,0,0,0
392,17-18-29-384.png,0,4.87311418,0,0,0,0,0,0
393,17-18-29-426.png,0,4.98442199,0,0,0,0,0,0
394,17-18-29-473.png,0,5.08765957,0,0,0,0,0,0
395,17-18-29-514.png,0,5.18302116,0,0,0,0,0,0
396,17-18-29-562.png,0,5.27075249,0,0,0,0,0,0
397,17-18-29-605.png,0,5.35114245,0,0,0,0,0,0
398,17-18-29-650.png,0,5.42451498,0,0,0,0,0,0
399,17-18-29-694.png,0,5.49122128,0,0,0,0,0,0
400,17-18-29-737.png,0,5.55163251,0,0,0,0,0,0
401,17-18-29-781.png,5.44,5.60613304,114,109,381,175,495,284
402,17-18-29-828.png,5.63,5.65511425,118,103,385,181,503,284
403,17-18-29-873.png,4.48,5.69896902,94,92,413,192,507,284
404,17-18-29-916.png,3.34,5.73808679,70,88,450,202,520,290
405,17-18-29-961.png,5.06,5.77284941,106,109,438,192,544,301
406,17-18-30-005.png,5.49,5.80362753,115,115,446,197,561,312
407,17-18-30-052.png,5.87,5.83077771,123,125,450,192,573,317
408,17-18-30-094.png,5.68,5.85464003,119,115,454,197,573,312
409,17-18-30-130.png,5.25,5.87553641,110,120,475,197,585,317
410,17-18-30-166.png,4.87,5.89376929,102,115,479,202,581,317
411,17-18-30-204.png,5.63,5.90962089,118,120,471,197,589,317
412,17-18-30-248.png,5.82,5.92335279,122,120,471,197,593,317
413,17-18-30-292.png,5.63,5.93520599,118,120,475,197,593,317
414,17-18-30-339.png,5.06,5.94540113,106,104,483,208,589,312
415,17-18-30-384.png,5.44,5.95413909,114,115,479,197,593,312
416,17-18-30-428.png,5.44,5.9616017,114,120,479,192,593,312
417,17-18-30-471.png,5.25,5.96795269,110,120,483,192,593,312
418,17-18-30-517.png,5.25,5.9733387,110,120,483,192,593,312
419,17-18-30-559.png,5.44,5.97789037,114,120,479,192,593,312
420,17-18-30-605.png,5.63,5.98172355,118,126,479,186,597,312
421,17-18-30-650.png,5.87,5.98494044,123,131,483,181,606,312
422,17-18-30-693.png,6.06,5.98763075,127,131,483,181,610,312
423,17-18-30-740.png,6.06,5.98987292,127,131,483,181,610,312
424,17-18-30-783.png,6.06,5.99173514,127,131,483,175,610,306
425,17-18-30-820.png,6.25,5.99327647,131,131,479,175,610,306
426,17-18-30-861.png,6.25,5.99454783,131,131,479,175,610,306
427,17-18-30-905.png,6.25,5.99559292,131,131,479,175,610,306
428,17-18-30-950.png,5.87,5.99644906,123,125,483,181,606,306
429,17-18-30-994.png,5.68,5.99714802,119,125,487,181,606,306
430,17-18-31-038.png,5.49,5.99771672,115,125,487,181,602,306
431,17-18-31-083.png,5.68,5.99817786,119,125,483,181,602,306
432,17-18-31-128.png,5.44,5.99855051,114,120,483,181,597,301
433,17-18-31-173.png,5.25,5.99885063,110,120,483,181,593,301
434,17-18-31-217.png,5.44,5.99909152,114,120,479,181,593,301
435,17-18-31-261.png,5.82,5.99928422,122,131,471,175,593,306
436,17-18-31-304.png,6.01,5.99943785,126,131,467,175,593,306
437,17-18-31-349.png,6.01,5.99955991,126,131,463,175,589,306
438,17-18-31-394.png,6.06,5.99965658,127,131,458,175,585,306
439,17-18-31-437.png,6.06,5.99973286,127,131,450,175,577,306
440,17-18-31-484.png,6.06,5.99979287,127,131,450,175,577,306
441,17-18-31-530.png,5.87,5.9998399,123,126,450,175,573,301
